luts_num,bits,fp_accuracy,quant_accuracy,accuracy_drop
FP_BASELINE,FP32,71.10963855421687,71.10963855421687,0.0
10,32,71.10963855421687,71.11204819277108,-0.002409638554212723
10,31,71.10963855421687,71.11204819277108,-0.002409638554212723
10,30,71.10963855421687,71.11204819277108,-0.002409638554212723
10,29,71.10963855421687,71.11204819277108,-0.002409638554212723
10,28,71.10963855421687,71.11204819277108,-0.002409638554212723
10,27,71.10963855421687,71.11204819277108,-0.002409638554212723
10,26,71.10963855421687,71.1,0.009638554216873096
10,25,71.10963855421687,71.0777108433735,0.031927710843371315
10,24,71.10963855421687,71.07530120481927,0.03433734939759514
10,23,71.10963855421687,71.10963855421687,0.0
10,22,71.10963855421687,70.97048192771084,0.13915662650603178
10,21,71.10963855421687,70.98253012048193,0.12710843373494596
10,20,71.10963855421687,71.00481927710844,0.10481927710843664
10,19,71.10963855421687,71.08734939759036,0.02228915662650932
10,18,71.10963855421687,71.09638554216868,0.013253012048197732
10,17,71.10963855421687,71.09759036144578,0.01204819277108582
10,16,71.10963855421687,71.01746987951807,0.09216867469880041
10,15,71.10963855421687,71.09819277108433,0.011445783132535414
10,14,71.10963855421687,71.00301204819277,0.10662650602409895
10,13,71.10963855421687,71.10361445783133,0.006024096385548461
10,12,71.10963855421687,70.9710843373494,0.13855421686747027
10,11,71.10963855421687,70.95481927710844,0.15481927710843113
10,10,71.10963855421687,70.91867469879519,0.1909638554216886
10,9,71.10963855421687,70.8433734939759,0.26626506024096663
10,8,71.10963855421687,70.89518072289157,0.21445783132529872
10,7,71.10963855421687,70.61927710843374,0.49036144578313845
10,6,71.10963855421687,70.20240963855422,0.9072289156626501
10,5,71.10963855421687,71.25602409638554,-0.14638554216866995
10,4,71.10963855421687,57.006024096385545,14.103614457831327
10,3,71.10963855421687,42.96506024096385,28.144578313253017
